Provider CCN,Hospital Name,State Code,Medicare CBSA Number,cbsa,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,fte_per_1000_days,fte_per_bed,cbsa_str,Facility ID,Facility Name,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Safety Group Measure Count,READM Group Measure Count,Pt Exp Group Measure Count,TE Group Measure Count,AREA,AREA_TITLE_msa,PRIM_STATE_msa,TOT_EMP_msa,JOBS_1000_msa,A_MEAN_msa,H_MEAN_msa,PRIM_STATE,TOT_EMP_state,JOBS_1000_state,A_MEAN_state,H_MEAN_state,rn_emp_best,rn_jobs_per_1000_best,rn_wage_best,rn_hourly_best
144034,STREAMWOOD,IL,16984.0,16984.0,2023-07-01,2024-06-30,292.21,45862.0,178.0,6.371505821813265,1.641629213483146,16984.0,144034,BHC STREAMWOOD HOSPITAL INC,IL,60107,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
214020,J KENT MCNEW FAMILY MEDICAL CENTER,MD,12580.0,12580.0,2023-07-01,2024-06-30,33.5,4744.0,16.0,7.061551433389545,2.09375,12580.0,214020,LUMINIS HEALTH J KENT MCNEW FAMILY MEDICAL CENTER,MD,21401,Psychiatric,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,MD,48980.0,17.835,96650.0,46.46,48980.0,17.835,96650.0,46.46
310112,BAYSHORE MEDICAL CENTER,NJ,35154.0,35154.0,2023-01-01,2023-12-31,853.86,34926.0,175.0,24.44768940044666,4.8792,35154.0,310112,BAYSHORE MEDICAL CENTER,NJ,7733,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12,,,,,,,,NJ,95150.0,22.387,106990.0,51.44,95150.0,22.387,106990.0,51.44
394043,CLARION PSYCHIATRIC HOSPITAL,PA,99939.0,99939.0,2023-07-01,2024-06-30,179.6,29804.0,112.0,6.026036773587437,1.6035714285714284,99939.0,394043,CLARION PSYCHIATRIC CENTER,PA,16214,Psychiatric,Proprietary,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,PA,146840.0,24.415,90830.0,43.67,146840.0,24.415,90830.0,43.67
440034,METHODIST MEDICAL CENTER,TN,28940.0,28940.0,2023-01-01,2023-12-31,696.0,42516.0,157.0,16.370307648885127,4.43312101910828,28940.0,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,TN,37830,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,TN,67990.0,20.765,82010.0,39.43,67990.0,20.765,82010.0,39.43
440110,FORT LOUDOUN MEDICAL CENTER,TN,28940.0,28940.0,2023-01-01,2023-12-31,224.0,9809.0,30.0,22.83617086349271,7.466666666666667,28940.0,440110,FORT LOUDOUN MEDICAL CENTER,TN,37772,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,5.0,,7,8,11,8,12,,,,,,,,TN,67990.0,20.765,82010.0,39.43,67990.0,20.765,82010.0,39.43
440125,FORT SANDERS REGIONAL MEDICAL CENTER,TN,28940.0,28940.0,2023-01-01,2023-12-31,1414.0,90313.0,302.0,15.656660724369692,4.682119205298013,28940.0,440125,FORT SANDERS REGIONAL MEDICAL CENTER,TN,37916,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,TN,67990.0,20.765,82010.0,39.43,67990.0,20.765,82010.0,39.43
450644,HCA HOUSTON HEALTHCARE WEST,TX,26420.0,26420.0,2023-01-01,2023-12-31,710.93,38984.0,223.0,18.236455981941308,3.188026905829596,26420.0,450644,HCA HOUSTON HEALTHCARE WEST,TX,77082,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
490145,STONESPRINGS HOSPITAL CENTER,VA,47894.0,47894.0,2022-11-01,2023-10-31,233.48,8924.0,107.0,26.16315553563424,2.182056074766355,47894.0,490145,STONESPRINGS HOSPITAL CENTER,VA,20166,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,VA,77420.0,19.048,90930.0,43.72,77420.0,19.048,90930.0,43.72
521358,DOOR COUNTY MEMORIAL HOSPITAL,WI,99952.0,99952.0,2023-07-01,2024-06-30,482.26,3615.0,25.0,133.40525587828492,19.2904,99952.0,521358,DOOR COUNTY MEDICAL CENTER,WI,54235,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,WI,64960.0,22.219,90450.0,43.48,64960.0,22.219,90450.0,43.48
230117,ASCENSION BORGESS HOSPITAL,MI,28020.0,28020.0,2023-07-01,2024-06-30,1646.9,46813.0,236.0,35.18039860722449,6.978389830508475,28020.0,230117,BORGESS MEDICAL CENTER,MI,49048,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
310073,JERSEY SHORE UNIVERSITY MED CTR,NJ,35154.0,35154.0,2023-01-01,2023-12-31,4243.08,169614.0,580.0,25.01609536948601,7.315655172413793,35154.0,310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,NJ,7754,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,NJ,95150.0,22.387,106990.0,51.44,95150.0,22.387,106990.0,51.44
334003,ST. LAWRENCE P.C.,NY,99933.0,99933.0,2023-04-01,2024-03-31,374.68,19588.0,108.0,19.12803757402492,3.4692592592592595,99933.0,334003,ST LAWRENCE PSYCHIATRIC CENTER,NY,13669,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
450097,HCA HOUSTON HEALTHCARE SOUTHEAST,TX,26420.0,26420.0,2023-01-01,2023-12-31,1003.8,73646.0,247.0,13.630068163919288,4.063967611336032,26420.0,450097,HCA HOUSTON HEALTHCARE SOUTHEAST,TX,77504,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
040078,NATIONAL PARK MEDICAL CENTER,AR,26300.0,26300.0,2023-09-01,2024-08-31,553.33,21317.0,126.0,25.957217244452785,4.391507936507937,26300.0,040078,NATIONAL PARK MEDICAL CENTER,AR,71901,Acute Care Hospitals,Proprietary,Yes,Y,1.0,,7,8,11,8,12,,,,,,,,AR,28320.0,21.97,77720.0,37.36,28320.0,21.97,77720.0,37.36
051327,SENECA DISTRICT HOSPITAL,CA,99905.0,99905.0,2023-07-01,2024-06-30,92.9,210.0,10.0,442.3809523809524,9.29,99905.0,051327,SENECA DISTRICT HOSPITAL,CA,96020,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
051337,HAZEL HAWKINS MEM. HOSPITAL,CA,41940.0,41940.0,2023-07-01,2024-06-30,387.38,6233.0,25.0,62.149847585432376,15.4952,41940.0,051337,HAZEL HAWKINS MEMORIAL HOSPITAL,CA,95032,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
060049,YAMPA VALLEY MEDICAL CENTER,CO,99906.0,99906.0,2023-07-01,2023-09-30,448.54,941.0,34.0,476.663124335813,13.192352941176472,99906.0,060049,UCHEALTH YAMPA VALLEY MEDICAL CENTER,CO,80487,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12,,,,,,,,CO,54510.0,18.853,95470.0,45.9,54510.0,18.853,95470.0,45.9
100154,SOUTH MIAMI HOSPITAL,FL,33124.0,33124.0,2022-10-01,2023-09-30,2408.51,77616.0,373.0,31.031101834673265,6.4571313672922255,33124.0,100154,SOUTH MIAMI HOSPITAL,FL,33143,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
104001,SOUTH FLORIDA STATE HOSPITAL,FL,33124.0,33124.0,2023-07-01,2024-06-30,90.0,17160.0,50.0,5.244755244755245,1.8,33124.0,104001,SOUTH FLORIDA STATE HOSPITAL,FL,33025,Psychiatric,Government - Local,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
104059,EASTSIDE PSYCHIATRIC HOSPITAL,FL,45220.0,45220.0,2023-07-01,2024-06-30,82.34,9526.0,46.0,8.643711946252363,1.79,45220.0,104059,EASTSIDE PSYCHIATRIC HOSPITAL,FL,32308,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
110107,AHN THE MEDICAL CENTER,GA,31420.0,31420.0,2023-01-01,2023-12-31,3511.19,187837.0,636.0,18.692749564782236,5.520738993710692,31420.0,110107,ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,GA,31201,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
174016,PRAIRIE VIEW  INC.,KS,48620.0,48620.0,2023-07-01,2024-06-30,297.35,2134.0,30.0,139.33926897844427,9.911666666666669,48620.0,174016,PRAIRIE VIEW INC,KS,67114,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,KS,32640.0,22.805,79430.0,38.19,32640.0,22.805,79430.0,38.19
230241,ASCENSION RIVER DISTRICT HOSPITAL,MI,47664.0,47664.0,2023-07-01,2024-06-30,133.57,1036.0,18.0,128.92857142857142,7.420555555555556,47664.0,230241,ASCENSION RIVER DISTRICT HOSPITAL,MI,48054,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3.0,,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
230254,ASCENSION PROVIDENCE ROCHESTER HOSPI,MI,47664.0,47664.0,2023-07-01,2024-06-30,875.27,38735.0,164.0,22.59635988124435,5.337012195121951,47664.0,230254,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,MI,48307,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
231315,ASCENSION BORGESS-LEE HOSPITAL,MI,43780.0,43780.0,2023-07-01,2024-06-30,56.41,1444.0,25.0,39.06509695290858,2.2564,43780.0,231315,ASCENSION BORGESS LEE HOSPITAL,MI,49047,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
231328,ASCENSION ALLEGAN HOSPITAL,MI,99923.0,99923.0,2023-07-01,2024-06-30,110.71,1965.0,25.0,56.34096692111959,4.4284,99923.0,231328,ASCENSION BORGESS ALLEGAN HOSPITAL,MI,49010,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
370089,NORTHEASTERN HEALTH SYSTEM,OK,99937.0,99937.0,2023-07-01,2024-06-30,814.67,17522.0,80.0,46.49412167560781,10.183375,99937.0,370089,NORTHEASTERN HEALTH SYSTEM,OK,74465,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,OK,32870.0,19.426,85800.0,41.25,32870.0,19.426,85800.0,41.25
390137,WILKES-BARRE GENERAL HOSPITAL,PA,42540.0,42540.0,2023-07-01,2024-06-30,900.32,33979.0,137.0,26.49636540216016,6.571678832116788,42540.0,390137,WILKES-BARRE GENERAL HOSPITAL,PA,18764,Acute Care Hospitals,Proprietary,Yes,,1.0,,7,8,11,8,12,,,,,,,,PA,146840.0,24.415,90830.0,43.67,146840.0,24.415,90830.0,43.67
420071,SELF REGIONAL HEALTHCARE,SC,99942.0,99942.0,2022-10-01,2023-09-30,1899.25,54365.0,290.0,34.93516048928538,6.549137931034482,99942.0,420071,SELF REGIONAL HEALTHCARE,SC,29646,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,SC,50300.0,22.143,84930.0,40.83,50300.0,22.143,84930.0,40.83
440192,SAINT THOMAS HIGHLAND HOSPITAL,TN,99944.0,99944.0,2023-07-01,2024-06-30,75.08,1864.0,14.0,40.27896995708154,5.362857142857143,99944.0,440192,SAINT THOMAS HIGHLANDS HOSPITAL,TN,38583,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12,,,,,,,,TN,67990.0,20.765,82010.0,39.43,67990.0,20.765,82010.0,39.43
040041,ST. MARYS REGIONAL MEDICAL CENTER,AR,99904.0,99904.0,2023-09-01,2024-08-31,407.8,20057.0,137.0,20.33205364710575,2.976642335766424,99904.0,040041,ST MARYS REGIONAL MEDICAL CENTER,AR,72801,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,AR,28320.0,21.97,77720.0,37.36,28320.0,21.97,77720.0,37.36
140002,ALTON MEMORIAL HOSPITAL,IL,41180.0,41180.0,2023-01-01,2023-12-31,806.12,27936.0,121.0,28.85595647193585,6.662148760330578,41180.0,140002,ALTON MEMORIAL HOSPITAL,IL,62002,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
140239,JAVON BEA HOSPITAL,IL,40420.0,40420.0,2023-07-01,2024-06-30,1121.04,42524.0,178.0,26.362524691938667,6.297977528089888,40420.0,140239,JAVON BEA HOSPITAL,IL,61103,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
150153,ST. VINCENT HEART CENTER,IN,26900.0,26900.0,2023-07-01,2024-06-30,338.92,21715.0,107.0,15.60764448537877,3.167476635514019,26900.0,150153,ST VINCENT HEART CENTER,IN,46290,Acute Care Hospitals,Proprietary,Yes,,5.0,,7,8,11,8,12,,,,,,,,IN,68950.0,21.638,85850.0,41.27,68950.0,21.638,85850.0,41.27
192010,INTENSIVE SPECIALTY HOSPITAL,LA,43340.0,43340.0,2023-09-01,2024-08-31,,31048.0,205.0,,,43340.0,192010,INTENSIVE SPECIALTY HOSPITAL,LA,71101,Long-term,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
260032,BARNES-JEWISH HOSPITAL,MO,41180.0,41180.0,2023-01-01,2023-12-31,9024.55,380708.0,1265.0,23.70465028315665,7.134031620553359,41180.0,260032,BARNES JEWISH HOSPITAL,MO,63110,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,MO,74270.0,25.452,81950.0,39.4,74270.0,25.452,81950.0,39.4
261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,MO,99926.0,99926.0,2023-01-01,2023-12-31,305.81,6395.0,25.0,47.82017200938233,12.2324,99926.0,261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,MO,63080,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,MO,74270.0,25.452,81950.0,39.4,74270.0,25.452,81950.0,39.4
454158,VOYAGES OF CONROE BH,TX,26420.0,26420.0,2023-07-15,2024-06-30,60.91,8153.0,64.0,7.47086961854532,0.95171875,26420.0,454158,VOYAGES BEHAVIORAL HEALTH OF CONROE,TX,77304,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
670320,EXCELLENCE EMERGENCY HOSPITAL LLC,TX,26420.0,26420.0,2023-07-27,2024-07-26,58.49,746.0,4.0,78.40482573726541,14.6225,26420.0,670320,EAST HOUSTON MEDICAL CENTER,TX,77049,Acute Care Hospitals,Proprietary,Yes,,,5,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
053306,CHILDRENS HOSPITAL AT MISSION,CA,,,2023-07-01,2024-06-30,,,,,,,053306,CHILDREN'S HOSPITAL AT MISSION,CA,92691,Childrens,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
100007,ADVENTHEALTH ORLANDO,FL,36740.0,36740.0,2023-01-01,2023-12-31,25192.0,840470.0,2787.0,29.97370518876343,9.039110154287764,36740.0,100007,ADVENTHEALTH ORLANDO,FL,32803,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
100298,FLORIDA STATE HOSPITAL,FL,45220.0,45220.0,2023-07-01,2024-06-30,8.0,1947.0,24.0,4.108885464817669,0.3333333333333333,45220.0,100298,FLORIDA STATE HOSPITAL UNIT 31 MED,FL,32324,Acute Care Hospitals,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
150046,TERRE HAUTE REGIONAL,IN,45460.0,45460.0,2023-09-01,2024-08-31,357.79,14729.0,141.0,24.29153370900944,2.5375177304964542,45460.0,150046,TERRE HAUTE REGIONAL HOSPITAL,IN,47802,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,IN,68950.0,21.638,85850.0,41.27,68950.0,21.638,85850.0,41.27
151334,SCOTT MEMORIAL HOSPITAL,IN,99915.0,99915.0,2023-01-01,2023-12-31,163.11,1918.0,25.0,85.04171011470282,6.524400000000001,99915.0,151334,NORTON SCOTT HOSPITAL,IN,47170,Critical Access Hospitals,Proprietary,Yes,,4.0,,7,8,11,8,12,,,,,,,,IN,68950.0,21.638,85850.0,41.27,68950.0,21.638,85850.0,41.27
161355,KNOXVILLE COMMUNITY HOSPITAL INC,IA,99916.0,99916.0,2023-07-01,2024-06-30,222.79,1983.0,25.0,112.34997478567828,8.9116,99916.0,161355,KNOXVILLE HOSPITAL & CLINICS,IA,50138,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,IA,33480.0,21.438,77780.0,37.39,33480.0,21.438,77780.0,37.39
260219,PROGRESS WEST HOSPITAL,MO,41180.0,41180.0,2023-01-01,2023-12-31,444.57,18079.0,69.0,24.590408761546545,6.443043478260869,41180.0,260219,PROGRESS WEST HOSPITAL,MO,63368,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,MO,74270.0,25.452,81950.0,39.4,74270.0,25.452,81950.0,39.4
400122,PROFESSIONAL HOSPITAL,PR,41980.0,41980.0,2023-07-01,2024-06-30,211.0,11310.0,49.0,18.656056587091072,4.306122448979592,41980.0,400122,PROFESSIONAL HOSPITAL GUAYNABO INC,PR,970,Acute Care Hospitals,Proprietary,Yes,,,5,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,PR,22430.0,23.87,41470.0,19.94,22430.0,23.87,41470.0,19.94
400135,CENTRO COMPRENSIVO DE CANCER,PR,41980.0,41980.0,2023-07-01,2024-06-30,297.89,12071.0,54.0,24.67815425399718,5.516481481481481,41980.0,400135,HOSPITAL DEL CENTRO COMPRENSIVO DE CANCER,PR,921,Acute Care Hospitals,Government - State,Yes,,,16,7,8,11,8,12,,,,,,,,PR,22430.0,23.87,41470.0,19.94,22430.0,23.87,41470.0,19.94
100008,BAPTIST HOSPITAL,FL,33124.0,33124.0,2022-10-01,2023-09-30,5296.53,191108.0,672.0,27.71485233480545,7.881741071428571,33124.0,100008,BAPTIST HOSPITAL OF MIAMI,FL,33176,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
224007,MCLEAN HOSPITAL,MA,15764.0,15764.0,2022-10-01,2023-09-30,2036.32,96387.0,309.0,21.12650046168052,6.590032362459547,15764.0,224007,MCLEAN HOSPITAL CORPORATION,MA,2478,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,MA,90190.0,24.759,112610.0,54.14,90190.0,24.759,112610.0,54.14
230077,ST. MARYS OF MICHIGAN,MI,40980.0,40980.0,2023-07-01,2024-06-30,1257.96,37287.0,181.0,33.73722745192695,6.950055248618785,40980.0,230077,ASCENSION ST MARY'S HOSPITAL,MI,48601,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,2.0,,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
414000,BUTLER HOSPITAL,RI,39300.0,39300.0,2022-10-01,2023-09-30,911.21,52294.0,168.0,17.42475236164761,5.423869047619048,39300.0,414000,BUTLER HOSPITAL,RI,2906,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,RI,10760.0,21.796,99770.0,47.96,10760.0,21.796,99770.0,47.96
030069,HAVASU REGIONAL MEDICAL CENTER,AZ,29420.0,29420.0,2023-09-01,2024-08-31,588.95,22848.0,144.0,25.77687324929972,4.089930555555556,29420.0,030069,HAVASU REGIONAL MEDICAL CENTER,AZ,86403,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,AZ,64430.0,20.155,95230.0,45.79,64430.0,20.155,95230.0,45.79
100314,WEST KENDALL BAPTIST HOSPITAL,FL,33124.0,33124.0,2022-10-01,2023-09-30,1363.0,41925.0,168.0,32.51043530113298,8.113095238095237,33124.0,100314,WEST KENDALL BAPTIST HOSPITAL,FL,33196,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
194025,CENTRAL LA. STATE HOSPITAL,LA,10780.0,10780.0,2023-07-01,2024-06-30,,42005.0,148.0,,,10780.0,194025,CENTRAL LOUISIANA STATE HOSPITAL,LA,71360,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
230019,ASCENSION PROVIDENCE HOSPITAL,MI,47664.0,47664.0,2023-07-01,2024-06-30,3481.55,148662.0,568.0,23.419232890718547,6.129489436619719,47664.0,230019,"ASCENSION PROVIDENCE HOSPITAL, SOUTHFIELD AND NOVI",MI,48075,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
230100,ASCENSION ST. JOSEPH HOSPITAL,MI,99923.0,99923.0,2023-07-01,2024-06-30,187.06,3320.0,47.0,56.3433734939759,3.98,99923.0,230100,TAWAS ST JOSEPH HOSPITAL,MI,48764,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3.0,,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
230195,ASCENSION MACOMB-OAKLAND HOSPITAL,MI,47664.0,47664.0,2023-07-01,2024-06-30,2053.22,99193.0,422.0,20.69924289012329,4.865450236966824,47664.0,230195,Henry Ford Health Warren Hospital,MI,48093,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2.0,,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
274004,SHODAIR CHILDRENS HOSPITAL,MT,99927.0,99927.0,2023-07-01,2024-06-30,222.06,8702.0,30.0,25.518271661686967,7.402,99927.0,274004,SHODAIR CHILDREN'S HOSPITAL,MT,59601,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,MT,10540.0,20.666,88480.0,42.54,10540.0,20.666,88480.0,42.54
330013,ALBANY MEDICAL CENTER HOSPITAL,NY,10580.0,10580.0,2023-01-01,2023-12-31,4921.7,231788.0,719.0,21.23362728010078,6.845201668984701,10580.0,330013,ALBANY MEDICAL CENTER HOSPITAL,NY,12208,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
331301,CUBA MEMORIAL HOSPITAL INC,NY,99933.0,99933.0,2023-01-01,2023-12-31,71.4,1448.0,20.0,49.309392265193374,3.5700000000000003,99933.0,331301,"CUBA MEMORIAL HOSPITAL, INC",NY,14727,Critical Access Hospitals,Voluntary non-profit - Private,No,,,16,7,8,11,8,12,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
370158,PURCELL MUNICIPAL HOSPITAL,OK,36420.0,36420.0,2023-07-01,2024-06-30,67.74,766.0,10.0,88.43342036553524,6.773999999999999,36420.0,370158,PURCELL MUNICIPAL HOSPITAL,OK,73080,Acute Care Hospitals,Government - Local,Yes,,,16,7,8,11,8,12,,,,,,,,OK,32870.0,19.426,85800.0,41.25,32870.0,19.426,85800.0,41.25
454121,AUSTIN OAKS HOSPITAL,TX,12420.0,12420.0,2023-08-01,2024-07-31,144.14,18042.0,80.0,7.989136459372574,1.80175,12420.0,454121,AUSTIN OAKS HOSPITAL,TX,78745,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
100296,DOCTORS HOSPITAL,FL,33124.0,33124.0,2022-10-01,2023-09-30,928.52,19847.0,126.0,46.7838968106011,7.369206349206349,33124.0,100296,DOCTORS HOSPITAL,FL,33146,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,5.0,,7,8,11,8,12,,,,,,,,FL,218100.0,22.21,88200.0,42.4,218100.0,22.21,88200.0,42.4
154009,HAMILTON CENTER  INC.,IN,45460.0,45460.0,2023-07-01,2024-06-30,678.65,4693.0,16.0,144.60899211591732,42.415625,45460.0,154009,HAMILTON CENTER INC,IN,47804,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,IN,68950.0,21.638,85850.0,41.27,68950.0,21.638,85850.0,41.27
