Provider CCN,Hospital Name,State Code,Medicare CBSA Number,cbsa,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,fte_per_1000_days,fte_per_bed
140143,ST. MARGARETS HEALTH - SPRING VALLEY,IL,99914.0,99914,2022-10-01,2023-08-10,402.42,3870.0,44.0,103.98449612403101,9.145909090909091
140217,PRESENCE SAINT JOSEPH HOSPITAL ELGIN,IL,20994.0,20994,2023-07-01,2024-06-30,438.47,21622.0,144.0,20.27888261955416,3.0449305555555557
140224,PRESENCE SAINT JOSEPH HOSP-CHICAGO,IL,16984.0,16984,2023-07-01,2024-06-30,740.36,41502.0,231.0,17.83914028239603,3.205021645021645
142011,HOLY FAMILY MEDICAL CENTER,IL,16984.0,16984,2023-07-01,2024-06-30,320.36,27434.0,128.0,11.677480498651308,2.5028125
143032,THE QUAD CITIES REHABILITATION INSTI,IL,19340.0,19340,2023-09-01,2024-08-31,90.04,9042.0,40.0,9.95797389957974,2.2510000000000003
161365,GREATER REGIONAL MEDICAL CENTER,IA,99916.0,99916,2023-07-01,2024-06-30,473.73,3613.0,25.0,131.1181843343482,18.9492
173300,CHILDRENS MERCY HOSPITAL KANSAS,KS,28140.0,28140,2023-07-01,2024-06-30,502.77,2078.0,42.0,241.948989412897,11.970714285714285
190020,LANE REGIONAL MEDICAL CENTER,LA,12940.0,12940,2023-07-01,2024-06-30,134.71,9750.0,109.0,13.816410256410258,1.2358715596330276
190133,ALLEN PARISH HOSPITAL,LA,99919.0,99919,2023-07-01,2024-06-30,80.76,2113.0,25.0,38.22053951727402,3.2304000000000004
190298,CENTRAL LOUISIANA SURGICAL HOSPITAL,LA,10780.0,10780,2023-07-01,2024-06-30,297.7,897.0,24.0,331.8840579710145,12.404166666666667
193070,MMO REHAB AND WELLNESS CENTER,LA,12940.0,12940,2023-07-01,2024-06-30,29.0,1986.0,10.0,14.60221550855992,2.9
204008,RIVERVIEW PSYCHIATRIC HOSPITAL,ME,99920.0,99920,2023-07-01,2024-06-30,359.0,23066.0,92.0,15.564033642590825,3.902173913043478
210027,UPMC-WESTERN MARYLAND CORP,MD,19060.0,19060,2023-07-01,2024-06-30,1966.46,45530.0,175.0,43.19042389633209,11.236914285714287
231318,ASPIRUS IRON RIVER HOPSITAL & CLINIC,MI,99923.0,99923,2023-07-01,2024-06-30,119.25,1552.0,25.0,76.83634020618557,4.77
260048,UNIVERSITY HEALTH TRUMAN MED CENTER,MO,28140.0,28140,2023-07-01,2024-06-30,2586.0,75694.0,260.0,34.16387031997252,9.946153846153846
263031,SSM SELECT REHAB ST LOUIS  LLC,MO,41180.0,41180,2023-07-01,2024-06-30,421.22,41834.0,125.0,10.068843524405986,3.3697600000000003
264028,HAWTHORN CHILDRENS PSYCH. CTR.,MO,,,2023-07-01,2024-06-30,,,,,
330406,SUNNYVIEW HOSPITAL AND REHABILITATIO,NY,10580.0,10580,2023-07-01,2024-06-30,357.78,3466.0,17.0,103.22562031159838,21.045882352941174
390027,TEMPLE UNIVERSITY HOSPITAL,PA,37964.0,37964,2023-07-01,2024-06-30,5675.02,205572.0,761.0,27.605996925651354,7.457319316688568
390039,UPMC SOMERSET,PA,99939.0,99939,2023-07-01,2024-06-30,436.33,12380.0,56.0,35.24474959612277,7.791607142857143
390057,GRAND VIEW HOSPITAL,PA,33874.0,33874,2023-07-01,2024-06-30,1408.11,38379.0,180.0,36.689595872742906,7.822833333333333
390272,VALLEY FORGE MEDICAL CENTER,PA,33874.0,33874,2023-07-01,2024-06-30,158.53,23955.0,70.0,6.617825088707994,2.2647142857142857
391304,BUCKTAIL MEDICAL CENTER,PA,99939.0,99939,2023-07-01,2024-06-30,54.49,566.0,16.0,96.27208480565372,3.405625
453047,ENCOMPASS REHABILITATION HOSP,TX,19124.0,19124,2023-09-01,2024-08-31,196.26,21868.0,83.0,8.974757636729468,2.364578313253012
453072,UT HEALTH EAST TEXAS REHAB HOSPITAL,TX,46340.0,46340,2023-08-01,2024-07-31,198.02,11902.0,49.0,16.637539909258948,4.041224489795918
460007,CEDAR CITY HOSPITAL,UT,99946.0,99946,2023-01-01,2023-12-31,357.2,5247.0,48.0,68.07699637888318,7.441666666666666
500030,ST. JOSEPH MEDICAL CENTER,WA,13380.0,13380,2023-07-01,2024-06-30,2355.97,69174.0,208.0,34.058605834562115,11.326778846153845
501340,PEACE ISLAND MEDICAL CENTER,WA,99950.0,99950,2023-07-01,2024-06-30,77.65,196.0,10.0,396.1734693877551,7.765000000000001
511308,BRAXTON COUNTY MEMORIAL HOSPITAL,WV,99951.0,99951,2023-01-01,2023-12-31,135.0,1404.0,25.0,96.15384615384616,5.4
511321,ST. JOSEPHS HOSPITAL OF BUCKHANNON,WV,99951.0,99951,2023-01-01,2023-12-31,438.65,4073.0,25.0,107.69702921679351,17.546
051324,NORTHERN INYO HOSPITAL,CA,99905.0,99905,2023-07-01,2024-06-30,325.0,2584.0,25.0,125.77399380804954,13.0
140080,PRESENCE SAINT FRANCIS HOSPITAL,IL,16984.0,16984,2023-07-01,2024-06-30,605.22,30099.0,146.0,20.107644772251568,4.145342465753425
140117,PRESENCE RESURRECTION MEDICAL CENTER,IL,16984.0,16984,2023-07-01,2024-06-30,1016.56,58642.0,221.0,17.335015858940693,4.599819004524886
140174,PRESENCE MERCY MEDICAL CENTER,IL,20994.0,20994,2023-07-01,2024-06-30,512.67,23393.0,190.0,21.915530286837942,2.6982631578947367
140180,PRESENCE SAINTS MARY & ELIZABETH MED,IL,16984.0,16984,2023-07-01,2024-06-30,1084.51,70182.0,296.0,15.45282266108119,3.663885135135135
160083,MERCY MEDICAL CENTER-DES MOINES,IA,19780.0,19780,2023-07-01,2024-06-30,4548.05,139054.0,519.0,32.707077825880596,8.763102119460502
160101,BROADLAWNS MEDICAL CENTER,IA,19780.0,19780,2023-07-01,2024-06-30,1353.0,27858.0,113.0,48.567736377342236,11.973451327433628
230054,MARQUETTE GENERAL HOSPITAL,MI,99923.0,99923,2023-07-01,2024-06-30,1289.38,40267.0,163.0,32.02076141753793,7.910306748466258
230066,TRINITY HEALTH MUSKEGON,MI,34740.0,34740,2023-07-01,2024-06-30,2937.75,76171.0,297.0,38.56782765094327,9.891414141414142
260061,NEVADA REGIONAL MEDICAL CENTER,MO,99926.0,99926,2023-07-01,2024-06-30,234.22,2452.0,41.0,95.52202283849918,5.7126829268292685
183026,CARDINAL HILL REHABILITATION HOSPITA,KY,30460.0,30460,2023-09-01,2024-08-31,474.74,51614.0,158.0,9.197892044794047,3.0046835443037976
183032,U OF L REHAB HOSPITAL,KY,31140.0,31140,2023-08-03,2023-12-31,52.7,1609.0,40.0,32.75326289620883,1.3175000000000001
360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OH,17140.0,17140,2023-07-01,2024-06-30,250.26,5315.0,52.0,47.08560677328316,4.812692307692307
363300,CHILDRENS HOSPITAL MEDICAL CENTER,OH,17140.0,17140,2023-07-01,2024-06-30,16922.92,174378.0,717.0,97.0473339526775,23.602398884239886
390110,MEMORIAL MEDICAL CENTER,PA,27780.0,27780,2023-07-01,2024-06-30,1950.17,69216.0,260.0,28.175132917244568,7.500653846153846
100276,BROWARD HEALTH CORAL SPRINGS,FL,22744.0,22744,2023-07-01,2024-06-30,1124.61,53240.0,101.0,21.123403456048084,11.134752475247524
121300,KAUAI VETERANS MEMORIAL HOSPITAL,HI,99912.0,99912,2023-07-01,2024-06-30,226.0,4470.0,25.0,50.55928411633109,9.04
160033,GENESIS MEDICAL CENTER - DAVENPORT,IA,19340.0,19340,2023-07-01,2024-06-30,1434.27,65882.0,266.0,21.770286269390727,5.391992481203007
161311,HAWARDEN REGIONAL HEALTHCARE,IA,99916.0,99916,2023-07-01,2024-06-30,81.62,1516.0,25.0,53.83905013192612,3.2648
161339,WAVERLY HEALTH CENTER,IA,47940.0,47940,2023-07-01,2024-06-30,356.29,2922.0,21.0,121.93360711841206,16.966190476190476
170123,WESLEY MEDICAL CENTER,KS,48620.0,48620,2023-01-01,2023-12-31,2181.45,159514.0,597.0,13.67560214150482,3.654020100502512
171372,SCOTT COUNTY HOSPITAL  INC.,KS,99917.0,99917,2023-07-01,2024-06-30,148.77,3025.0,25.0,49.1801652892562,5.9508
190099,AVOYELLES HOSPITAL,LA,99919.0,99919,2023-07-01,2024-06-30,316.0,1934.0,39.0,163.39193381592554,8.102564102564102
260102,UNIVERSITY HEALTH LAKEWOOD MED CTR,MO,28140.0,28140,2023-07-01,2024-06-30,,19713.0,117.0,,
261333,PIKE COUNTY MEMORIAL HOSPITAL,MO,99926.0,99926,2023-07-01,2024-06-30,157.51,1452.0,25.0,108.47796143250687,6.3004
281302,PAWNEE COUNTY MEMORIAL HOSPITAL,NE,99928.0,99928,2023-07-01,2024-06-30,46.88,347.0,17.0,135.10086455331412,2.7576470588235296
310086,KENNEDY UNIVERSITY HOSPITAL,NJ,15804.0,15804,2023-07-01,2024-06-30,3096.54,121201.0,546.0,25.548799102317638,5.671318681318681
390026,CHESTNUT HILL HOSPITAL,PA,37964.0,37964,2023-09-02,2024-06-30,451.21,25487.0,128.0,17.703535135559303,3.525078125
390115,ARIA HEALTH,PA,37964.0,37964,2023-07-01,2024-06-30,2458.3,120866.0,457.0,20.33905316631642,5.379212253829322
390151,THE CHAMBERSBURG HOSPITAL,PA,16540.0,16540,2023-07-01,2024-06-30,1504.16,52973.0,231.0,28.394842655692525,6.511515151515152
390231,ABINGTON MEMORIAL HOSPITAL,PA,33874.0,33874,2023-07-01,2024-06-30,3310.1,170989.0,611.0,19.358555228698922,5.417512274959083
453054,ENCOMPASS HEALTH REHABILITATION HOSP,TX,48660.0,48660,2023-09-01,2024-08-31,184.9,22342.0,84.0,8.275892937069196,2.2011904761904764
460010,INTERMOUNTAIN MEDICAL CENTER,UT,41620.0,41620,2023-01-01,2023-12-31,3719.59,135310.0,486.0,27.489394723228145,7.653477366255144
673070,SOUTH PLAINS REHABILITATION HOSPITAL,TX,31180.0,31180,2023-09-01,2024-08-31,209.65,23405.0,66.0,8.957487716299935,3.1765151515151517
103300,JOHNS HOPKINS ALL CHILDRENS HOSPITA,FL,45300.0,45300,2023-07-01,2024-06-30,2817.1,67501.0,259.0,41.73419653042177,10.876833976833977
161315,KEOKUK COUNTY HEALTH CENTER,IA,99916.0,99916,2023-07-01,2024-06-30,101.0,795.0,25.0,127.04402515723271,4.04
161329,JACKSON COUNTY PUBLIC HOSPITAL,IA,99916.0,99916,2023-07-01,2024-06-30,108.53,1114.0,25.0,97.42369838420107,4.3412
190011,OCHSNER LSU HEALTH MONROE,LA,33740.0,33740,2023-07-01,2024-06-30,675.09,18736.0,85.0,36.03170367207515,7.942235294117648
213301,KENNEDY KRIEGER,MD,12580.0,12580,2023-07-01,2024-06-30,2723.0,11416.0,50.0,238.52487736510162,54.46
260141,UNIV OF MISSOURI HEALTH CARE,MO,17860.0,17860,2023-07-01,2024-06-30,6855.3,162247.0,665.0,42.25224503380648,10.30872180451128
261332,CARROLL COUNTY HOSPITAL,MO,99926.0,99926,2023-07-01,2024-06-30,191.19,1180.0,21.0,162.02542372881356,9.104285714285714
270017,SAINT JAMES HEALTHCARE,MT,99927.0,99927,2023-01-01,2023-12-31,416.72,11518.0,69.0,36.179892342420565,6.039420289855073
393307,ST CHRISTOPHERS HOSPITAL FOR CHILDR,PA,37964.0,37964,2023-07-01,2024-06-30,839.82,23386.0,180.0,35.911228940391695,4.665666666666667
400105,BAYAMON REGIONAL HOSPITAL,PR,41980.0,41980,2023-07-01,2024-06-30,177.5,8407.0,84.0,21.113357916022363,2.113095238095238
430089,SIOUXLAND SURGERY CENTER,SD,43580.0,43580,2023-01-01,2023-12-31,193.0,1680.0,38.0,114.88095238095238,5.078947368421052
450021,BAYLOR UNIVERSITY MEDICAL CTR,TX,19124.0,19124,2023-07-01,2024-06-30,4788.14,275513.0,800.0,17.378998450163877,5.985175000000001
050167,SAN JOAQUIN GENERAL HOSPITAL,CA,44700.0,44700,2023-07-01,2024-06-30,1642.84,52355.0,152.0,31.37885588768981,10.808157894736842
050438,HUNTINGTON HOSPITAL,CA,31084.0,31084,2023-07-01,2024-06-30,2853.7,116631.0,468.0,24.46776585984858,6.097649572649572
050740,CEDARS-SINAI MARINA DEL REY HOSPITAL,CA,31084.0,31084,2023-07-01,2024-06-30,695.4,19320.0,103.0,35.993788819875775,6.751456310679611
054110,BHC FREMONT,CA,36084.0,36084,2023-08-01,2024-07-31,266.51,45559.0,148.0,5.8497772119669005,1.800743243243243
060023,ST. MARYS HOSPITAL & MEDICAL CENTER,CO,24300.0,24300,2023-01-01,2023-12-31,1453.44,57308.0,252.0,25.36190409715921,5.767619047619048
064001,CO MENTAL HEALTH INSTITUTE - PUEBLO,CO,39380.0,39380,2023-07-01,2024-06-30,792.0,140757.0,516.0,5.626718387007396,1.5348837209302326
074011,CONNECTICUT MENTAL HEALTH CENTER,CT,35300.0,35300,2023-07-01,2024-06-30,242.27,8289.0,32.0,29.22789238750151,7.5709375
120019,KONA COMMUNITY HOSPITAL,HI,99912.0,99912,2023-07-01,2024-06-30,453.63,22078.0,83.0,20.546698070477397,5.465421686746988
222023,WESTERN MASSACHUSETTS HOSPITAL,MA,44140.0,44140,2023-07-01,2024-06-30,215.18,26384.0,87.0,8.155700424499697,2.4733333333333336
250069,OCHSNER RUSH MEDICAL CENTER,MS,99925.0,99925,2023-01-01,2023-12-31,774.56,22659.0,191.0,34.18332671344719,4.055287958115183
364040,MENTAL HEALTH SRVS FOR CLARK COUNTY,OH,44220.0,44220,2023-07-01,2024-06-30,31.92,4096.0,16.0,7.79296875,1.995
390036,HERITAGE VALLEY BEAVER,PA,38300.0,38300,2023-07-01,2024-06-30,1027.58,31946.0,148.0,32.16615538721593,6.943108108108108
390203,DOYLESTOWN HOSPITAL,PA,33874.0,33874,2023-07-01,2024-06-30,1759.19,60322.0,233.0,29.163323497231524,7.550171673819743
390237,REGIONAL HOSPITAL OF SCRANTON,PA,42540.0,42540,2023-07-01,2024-06-30,920.55,45739.0,212.0,20.12615054985898,4.342216981132076
442015,SSH -NORTH KNOXVILLE,TN,28940.0,28940,2023-01-01,2023-12-31,199.57,20259.0,65.0,9.850930450663903,3.070307692307692
450659,HOUSTON HEALTHCARE MEDICAL CENTER,TX,26420.0,26420,2023-08-01,2024-07-31,560.26,30334.0,156.0,18.469703962550273,3.5914102564102564
451331,COON MEMORIAL HOSPITAL,TX,99945.0,99945,2023-08-01,2024-07-31,171.76,1650.0,21.0,104.0969696969697,8.17904761904762
512004,SSH MORGANTOWN,WV,34060.0,34060,2023-08-01,2024-07-31,56.69,8633.0,34.0,6.566662805513726,1.6673529411764705
523031,GREEN BAY REHABILITATION HOSPITAL,WI,24580.0,24580,2023-08-01,2024-07-31,75.38,7380.0,40.0,10.214092140921409,1.8844999999999998
531301,SOUTH BIG HORN HOSPITAL,WY,99953.0,99953,2023-07-01,2024-06-30,41.55,526.0,10.0,78.99239543726236,4.154999999999999
020017,ALASKA REGIONAL HOSPITAL,AK,11260.0,11260,2023-01-01,2023-12-31,796.61,42584.0,170.0,18.706791283111027,4.685941176470588
050056,ANTELOPE VALLEY HOSPITAL,CA,31084.0,31084,2023-07-01,2024-06-30,2285.11,92667.0,393.0,24.659371728878675,5.8145292620865145
070018,GREENWICH HOSPITAL,CT,14860.0,14860,2022-10-01,2023-09-30,1386.0,49433.0,185.0,28.037950357048935,7.491891891891892
070022,YALE NEW HAVEN HOSPITAL,CT,35300.0,35300,2022-10-01,2023-09-30,12520.5,406693.0,1340.0,30.786121226576313,9.343656716417911
100236,HCA FL FAWCETT HOSPITAL,FL,39460.0,39460,2023-01-01,2023-12-31,744.6,53051.0,233.0,14.035550696499595,3.195708154506438
110073,DORMINY MEDICAL CENTER,GA,99911.0,99911,2023-08-01,2024-07-31,155.52,2812.0,48.0,55.30583214793741,3.24
160030,MARY GREELEY MEDICAL CENTER,IA,11180.0,11180,2023-07-01,2024-06-30,1084.0,36419.0,150.0,29.76468326972185,7.226666666666667
161304,CHI HEALTH MERCY CORNING,IA,99916.0,99916,2023-07-01,2024-06-30,66.71,1124.0,22.0,59.35053380782917,3.032272727272727
161334,HUMBOLDT COUNTY MEMORIAL HOSPITAL,IA,99916.0,99916,2023-07-01,2024-06-30,199.49,1046.0,17.0,190.717017208413,11.73470588235294
161341,LUCAS COUNTY HEALTH CENTER,IA,99916.0,99916,2023-07-01,2024-06-30,130.97,942.0,25.0,139.0339702760085,5.2388
161348,CLARKE COUNTY PUBLIC HOSPITAL,IA,99916.0,99916,2023-07-01,2024-06-30,189.6,2666.0,25.0,71.11777944486121,7.584
161357,PALO ALTO COUNTY HOSPITAL,IA,99916.0,99916,2023-07-01,2024-06-30,156.32,1697.0,24.0,92.11549793753683,6.513333333333333
161360,ORANGE CITY MUNICIPAL HOSPITAL,IA,99916.0,99916,2023-07-01,2024-06-30,338.96,3264.0,25.0,103.84803921568627,13.558399999999999
161361,VAN DIEST MEDICAL CENTER,IA,99916.0,99916,2023-07-01,2024-06-30,199.51,3206.0,25.0,62.23019338739862,7.9803999999999995
161371,WINNESHIEK MEDICAL CENTER,IA,99916.0,99916,2023-07-01,2024-06-30,427.62,3009.0,25.0,142.11365902293122,17.1048
170020,HUTCHINSON REGIONAL MEDICAL CENTER,KS,99917.0,99917,2023-07-01,2024-06-30,817.78,18751.0,142.0,43.6126073276092,5.759014084507042
171308,MERCY HOSPITAL COLUMBUS,KS,99917.0,99917,2023-07-01,2024-06-30,37.82,633.0,25.0,59.74723538704581,1.5128
184006,SUN BEHAVIORAL HEALTH - KENTUCKY,KY,17140.0,17140,2023-01-01,2023-12-31,311.48,39949.0,197.0,7.7969410999023765,1.5811167512690356
230230,EDWARD W. SPARROW HOSPITAL,MI,29620.0,29620,2023-07-01,2024-06-30,4617.29,127381.0,452.0,36.247870561543714,10.215243362831858
231310,SCHEURER HOSPITAL,MI,99923.0,99923,2023-07-01,2024-06-30,285.86,1686.0,25.0,169.54922894424672,11.4344
231324,EATON RAPIDS MEDICAL CENTER,MI,29620.0,29620,2023-07-01,2024-06-30,190.42,1650.0,20.0,115.40606060606059,9.520999999999999
261303,COMMUNITY HOSPITAL ASSOCIATION  INC.,MO,99926.0,99926,2023-07-01,2024-06-30,106.16,1704.0,16.0,62.30046948356807,6.635
320779,GUADALUPE COUNTY HOSPITAL,NM,99932.0,99932,2023-09-01,2024-06-30,33.79,,,,
364036,ARROWHEAD HOSPITAL,OH,45780.0,45780,2023-01-01,2023-12-31,76.7,9567.0,48.0,8.017142259851575,1.5979166666666667
381307,HARNEY DISTRICT HOSPITAL,OR,99938.0,99938,2023-07-01,2024-06-30,153.23,1691.0,24.0,90.61502069781194,6.384583333333333
400012,HOSPITAL I GONZALEZ MARTINEZ,PR,41980.0,41980,2023-07-01,2024-06-30,227.0,4490.0,40.0,50.55679287305122,5.675
410013,THE WESTERLY HOSPITAL,RI,39300.0,39300,2022-10-01,2023-09-30,537.0,13842.0,77.0,38.7949718248808,6.974025974025974
452067,KPC PROMISE HOSPITAL OF DALLAS,TX,19124.0,19124,2023-09-01,2024-05-31,,2799.0,66.0,,
460057,PARK CITY HOSPITAL,UT,99946.0,99946,2023-01-01,2023-12-31,324.91,2914.0,37.0,111.4996568291009,8.781351351351352
141347,CARLINVILLE AREA HOSPITAL,IL,41180.0,41180,2023-08-01,2024-07-31,239.51,3112.0,25.0,76.9633676092545,9.5804
393304,THE CHILDRENS HOME OF PITTSBURGH,PA,,,2023-07-01,2024-06-30,,,,,
010164,COOSA VALLEY MEDICAL CENTER,AL,99901.0,99901,2023-08-01,2024-07-31,394.66,9754.0,122.0,40.46134919007587,3.2349180327868856
064003,COLORADO MENTAL HEALTH INST-FT LOGAN,CO,19740.0,19740,2023-07-01,2024-06-30,264.0,42670.0,116.0,6.187016639325053,2.2758620689655173
070007,LAWRENCE & MEMORIAL HOSPITAL,CT,35980.0,35980,2022-10-01,2023-09-30,1745.0,64106.0,236.0,27.220540979003527,7.3940677966101696
070010,BRIDGEPORT HOSPITAL,CT,14860.0,14860,2022-10-01,2023-09-30,2623.7,104332.0,390.0,25.147605720200897,6.727435897435897
082000,SSH - WILMINGTON  INC,DE,48864.0,48864,2023-08-01,2024-07-31,105.39,11101.0,33.0,9.493739302765517,3.193636363636364
102017,SSH - PANAMA CITY  INC,FL,37460.0,37460,2023-08-01,2024-07-31,88.89,9429.0,30.0,9.42729875914731,2.963
110044,PHOEBE SUMTER MEDICAL CENTER  INC,GA,99911.0,99911,2023-08-01,2024-07-31,401.78,17904.0,54.0,22.440795352993742,7.44037037037037
111328,PHOEBE WORTH MEDICAL CENTER,GA,10500.0,10500,2023-08-01,2024-07-31,106.41,5760.0,25.0,18.473958333333332,4.2564
161312,GUTTENBERG MUNICIPAL HOSPITAL,IA,99916.0,99916,2023-07-01,2024-06-30,106.8,1202.0,25.0,88.85191347753744,4.272
161352,CLARINDA REGIONAL HEALTH CENTER,IA,99916.0,99916,2023-07-01,2024-06-30,320.0,1541.0,25.0,207.65736534717715,12.8
224032,WORCESTER RECOVERY CENTER AND HOSP,MA,49340.0,49340,2023-07-01,2024-06-30,816.23,115188.0,320.0,7.086067993193735,2.55071875
241991,BEACON HAVEN,MN,33460.0,33460,2023-08-01,2024-07-31,10.45,1035.0,6.0,10.096618357487923,1.7416666666666665
252006,REGENCY HOSPITAL OF MERIDIAN,MS,99925.0,99925,2023-08-01,2024-07-31,61.97,5060.0,40.0,12.24703557312253,1.54925
320004,GERALD CHAMPION REGIONAL MEDICAL CTR,NM,99932.0,99932,2023-07-01,2024-06-30,899.29,10860.0,76.0,82.80755064456721,11.832763157894737
340016,HARRIS REGIONAL HOSPITAL,NC,99934.0,99934,2023-08-01,2024-07-31,547.3,11318.0,82.0,48.3566001060258,6.6743902439024385
362019,SSH - CINCINNATI  INC.,OH,17140.0,17140,2023-08-01,2024-07-31,178.75,16183.0,71.0,11.04554161774702,2.517605633802817
422009,REGENCY HOSPITAL OF GREENVILLE,SC,24860.0,24860,2023-08-01,2024-07-31,75.48,6430.0,30.0,11.738724727838258,2.516
441307,RIVERVIEW REGIONAL MEDICAL CENTER,TN,34980.0,34980,2023-08-01,2024-07-31,153.13,3374.0,25.0,45.38529934795495,6.1251999999999995
474004,VERMONT PSYCHIATRIC CARE HOSPITAL,VT,99947.0,99947,2023-07-01,2024-06-30,196.0,4319.0,25.0,45.380875202593195,7.84
501302,DAYTON GENERAL HOSPITAL,WA,99950.0,99950,2023-01-01,2023-12-31,178.27,2900.0,25.0,61.472413793103456,7.130800000000001
520013,SACRED HEART HOSPITAL,WI,20740.0,20740,2023-07-01,2024-03-21,414.1,19496.0,156.0,21.240254411161263,2.65448717948718
673063,TRUSTPOINT REHABILITATION HOSPITAL O,TX,31180.0,31180,2023-08-01,2024-07-31,248.39,25210.0,93.0,9.852836176120586,2.6708602150537635
060004,PLATTE VALLEY MEDICAL CENTER,CO,19740.0,19740,2023-01-01,2023-12-31,550.96,12902.0,89.0,42.7034568283987,6.190561797752809
060027,BOULDER COMMUNITY HOSPITAL,CO,14500.0,14500,2023-01-01,2023-12-31,1384.36,28659.0,139.0,48.30454656477895,9.959424460431654
060116,GOOD SAMARITAN MEDICAL CTR,CO,14500.0,14500,2023-01-01,2023-12-31,902.69,44197.0,183.0,20.424236939158767,4.932732240437159
161344,WASHINGTON COUNTY HOSPITAL,IA,26980.0,26980,2023-07-01,2024-06-30,239.37,1224.0,22.0,195.56372549019608,10.880454545454546
214002,EASTERN SHORE HOSPITAL CENTER,MD,99921.0,99921,2023-07-01,2024-06-30,169.0,30096.0,84.0,5.615364167995747,2.011904761904762
341305,SWAIN COUNTY HOSPITAL,NC,99934.0,99934,2023-08-01,2024-07-31,86.59,4197.0,24.0,20.631403383369076,3.6079166666666667
381322,CURRY HEALTH DISTRICT,OR,99938.0,99938,2023-07-01,2024-06-30,304.56,2324.0,16.0,131.0499139414802,19.035
390333,AHN HEMPFIELD NEIGHBORHOOD HOSPITAL,PA,38300.0,38300,2023-07-01,2024-06-30,184.91,1037.0,40.0,178.31243972999036,4.62275
394020,PHILHAVEN,PA,30140.0,30140,2023-07-01,2024-06-30,678.0,46854.0,140.0,14.470482776283776,4.8428571428571425
394056,TOWER BEHAVIORAL HEALTH,PA,39740.0,39740,2023-07-01,2024-06-30,293.87,48904.0,144.0,6.009119908391951,2.040763888888889
451379,CORYELL MEMORIAL HOSPITAL,TX,28660.0,28660,2023-08-01,2024-07-31,600.27,2700.0,25.0,222.32222222222222,24.0108
451385,GOODALL-WITCHER HOSPITAL AUTHORITY,TX,99945.0,99945,2023-07-01,2024-06-30,131.35,1984.0,25.0,66.20463709677419,5.254
673080,REUNION REHABILITATION HOSPITAL PLAN,TX,19124.0,19124,2023-08-01,2024-07-31,,11866.0,48.0,,
050040,LAC OLIVE VIEW/UCLA MEDICAL CENTER,CA,31084.0,31084,2023-07-01,2024-06-30,5482.84,50385.0,241.0,108.81889451225564,22.750373443983403
050283,STANFORD HEALTH CARE TRI-VALLEY,CA,36084.0,36084,2023-09-01,2024-08-31,1574.5,37064.0,166.0,42.48057414202461,9.484939759036145
060028,SAINT JOSEPH HOSPITAL,CO,19740.0,19740,2023-01-01,2023-12-31,1763.86,79140.0,352.0,22.28784432650998,5.010965909090909
062013,KINDRED HOSPITAL AURORA,CO,19740.0,19740,2023-09-01,2024-08-31,104.8,12429.0,37.0,8.431893153109662,2.8324324324324324
140290,ST. ALEXIUS MEDICAL CENTER,IL,16984.0,16984,2023-07-01,2024-06-30,1231.48,69557.0,313.0,17.704616357807264,3.93444089456869
144021,PACKARD MENTAL HEALTH CENTER,IL,44100.0,44100,2023-07-01,2024-06-30,308.84,48999.0,150.0,6.302985775219902,2.058933333333333
144031,ALEXIAN BROTHERS BEHAVIORAL HEALTH,IL,16984.0,16984,2023-07-01,2024-06-30,452.03,37864.0,141.0,11.938252693851679,3.2058865248226946
144037,ELGIN MENTAL HEALTH CENTER,IL,20994.0,20994,2023-07-01,2024-06-30,737.35,151465.0,427.0,4.868121348166243,1.7268149882903983
160032,MERCYONE - NEWTON MEDICAL CENTER,IA,19780.0,19780,2023-07-01,2024-06-30,154.24,2595.0,48.0,59.4373795761079,3.2133333333333334
160040,MERCYONE CEDAR FALLS MEDICAL CENTER,IA,47940.0,47940,2023-07-01,2024-06-30,145.41,1343.0,35.0,108.27252419955323,4.154571428571429
161337,VAN BUREN COUNTY HOSPITAL,IA,99916.0,99916,2023-07-01,2024-06-30,126.93,1440.0,25.0,88.14583333333334,5.0772
161364,JEFFERSON COUNTY HOSPITAL,IA,99916.0,99916,2023-07-01,2024-06-30,230.73,2703.0,25.0,85.3607103218646,9.229199999999999
161380,HANSEN FAMILY HOSPITAL,IA,99916.0,99916,2023-07-01,2024-06-30,135.4,1250.0,17.0,108.32,7.964705882352941
